LH No.,Subject:,Date,Tags,Description
75-0024,,,portrait photograph; man; wide-brimmed hat; early 20th century; black and white,"A black and white portrait photograph of a man wearing a wide-brimmed hat and patterned shirt, holding what appears to be a tool or implement, from the Corning local history archive."
75-0025,,,world war i; military uniforms; 1918; portrait photographs; soldiers,"A black and white photograph showing two men in World War I military uniforms from 1918, with a banner at the top reading ""CORNING'S PART in the WORLD WAR, 1918,"" documenting local soldiers' participation in the First World War."
75-0026,,,portrait photograph; man; black and white; early 20th century; formal headshot,"A black and white portrait photograph of a man with a distinctive mustache wearing formal attire with a dark suit and white collar, photographed in profile-facing pose against a plain background."
75-0027,,,portrait photograph; military uniform; man; black and white; early 20th century,"A black and white portrait photograph of a man wearing a military uniform with collar insignia and buttons, shown from the shoulders up against a textured background."
75-0028,,,military portrait; naval officer; white uniform; early 20th century; black and white photograph,"A formal black and white portrait photograph of a naval officer wearing a white dress uniform with shoulder insignia and a naval cap with an eagle emblem, likely from the early 20th century."
75-0030,,,portrait photograph; woman; early 1900s; hat; white collar,"A black and white portrait photograph of a woman wearing an elaborate feathered hat and dark dress with a white collar, shown in profile view against a plain background."
75-0031,,,portrait photograph; man; early 20th century; black and white; formal headshot,"A formal black and white portrait photograph of a man with dark hair and a distinctive mustache, wearing what appears to be a military or formal uniform with a collar visible at the bottom of the frame."
75-0032,,,portrait; profile; black and white photograph; early 20th century; man,"A black and white profile portrait photograph of a man shown in side view, wearing formal attire with a collar visible, against a textured background."
75-0033,,,portrait photograph; man; early 20th century; black and white; formal headshot,"A formal black and white portrait photograph of a man wearing a dark turtleneck sweater, shown in an oval vignette format with archive reference number ""2"" visible in the upper right corner."
75-0034,,,portrait photograph; military uniform; man; early 20th century; black and white,"A black and white portrait photograph of a man in a military uniform with buttons and collar insignia, standing against a draped backdrop, with the number ""3"" visible in the lower right corner."
75-0035,,,military uniform; world war i era; portrait photograph; soldier; black and white photograph,"A black and white portrait photograph of a man in World War I-era military uniform, wearing glasses and a wide-brimmed campaign hat, standing at attention in a formal pose."
75-0036,,,military portrait; sailor; united states navy; uniform; black and white photograph,"A formal black and white portrait photograph of a U.S. Navy sailor wearing a dress uniform with a cap labeled ""U.S. NAVY FORCE,"" three-striped sleeve rating badge, and an eagle insignia on his chest."
75-0038,,,portrait photograph; man; cowboy hat; military uniform; black and white photograph,"A black and white portrait photograph of a man wearing a wide-brimmed cowboy hat with a decorative band and a military-style jacket with buttons and chest pockets, appearing to be from the early 20th century."
75-0040,,,portrait photograph; man; early 20th century; black and white; formal headshot,"A black and white portrait photograph of a man in profile facing left, wearing a textured jacket or sweater with a high collar, taken against a dark background in what appears to be an early 20th century studio style."
75-0042,,,portrait photograph; male; black and white; early 20th century; headshot,"A black and white portrait photograph of a young man in formal attire, showing a head-and-shoulders view against a plain background, typical of early 20th-century identification or archival photography."
75-0044,,,world war i; military portrait; naval officer; 1918; corning new york,"A black and white portrait photograph from 1918 titled ""Corning's Part in the World War"" showing a U.S. Navy officer in uniform with a sailor's cap, representing a local serviceman's contribution to World War I."
75-0045,,,portrait photograph; military uniform; officer; early 20th century; black and white,"A black and white portrait photograph of a military officer wearing a uniform with visible insignia and a cap, appearing to be from a publication or newspaper with decorative header text partially visible at the top of the image."
